ponto;potencial;pontox;pontoy;ordem;status
TA903;A;219028,6411;8722263,712;1078;Escavado 
TA904;A;218855,5871;8722038,539;1079;Não escavado - Superfície rochosa
TA905;A;218894,8358;8722030,823;1080;Não escavado - Superfície rochosa
TA906;A;218871,3536;8722015,057;1081;Não escavado - Superfície rochosa
TA907;A;218847,8713;8721999,29;1082;Escavado 
TA908;A;218887,1201;8721991,574;1083;Escavado 
TM909;M;218967,0272;8721942,987;1084;Não escavado - Superfície rochosa
TM910;M;218917,6879;8721926,736;1085;Escavado 
TM911;M;218867,8139;8721911,214;1086;Escavado 
TB912;B;218788,0506;8721590,199;1087;Vistoriado 
TB913;B;218813,6489;8721397,979;1088;Vistoriado 
ACM383;M;218702,4889;8721133,271;1089;Escavado 
TM914;M;218721,1272;8721026,957;1090;Escavado 
TM915;M;218674,6821;8721012,331;1091;Escavado 
TM916;M;218628,334;8720998,144;1092;Escavado 
TM917;M;218761,0772;8720894,037;1093;Escavado 
TM918;M;218711,9096;8720880,037;1094;Escavado 
TM919;M;218662,744;8720866,484;1095;Escavado 
ACB382;B;218605,3422;8720648,801;1096;Vistoriado 
TB920;B;218570,1386;8720482,342;1097;Vistoriado 
TM921;M;218575,3301;8720423,639;1098;Escavado 
TM922;M;218615,4145;8720392,156;1099;Escavado 
TM923;M;218656,0911;8720360,732;1100;Escavado 
ACM381;M;218524,8853;8720231,626;1101;Escavado 
ACM380;M;218485,7601;8720035,491;1102;Escavado 
TM924;M;218507,1972;8719929,217;1103;Escavado 
TM925;M;218458,2493;8719913,048;1104;Escavado 
TM926;M;218408,8639;8719897,184;1105;Escavado 
TB927;B;218505,1284;8719830,971;1106;Vistoriado 
ACB379;B;218463,3534;8719641,439;1107;Vistoriado 
TM928;M;218392,4372;8719340,647;1108;Escavado 
TM929;M;218343,1001;8719324,364;1109;Escavado 
TM930;M;218293,354;8719308,944;1110;Escavado 
TM931;M;218437,2972;8719246,777;1111;Escavado 
TM932;M;218387,7162;8719230,501;1112;Escavado 
TM933;M;218337,904;8719214,904;1113;Escavado 
PLM85;M;218289,2492;8719209,512;1114;Escavado 
PLM86;M;218308,5101;8719151,969;1115;Escavado 
PLM87;M;218327,7711;8719094,425;1116;Escavado 
PLM88;M;218384,2038;8719060,039;1117;Escavado 
TM934;M;218322,8113;8719018,319;1118;Escavado 
PLM89;M;218344,689;8719014,555;1119;Escavado 
TM935;M;218279,9213;8719007,714;1120;Escavado 
TM936;M;218237,313;8718996,781;1121;Não escavado - Superfície rochosa
PLM90;M;218305,1742;8718969,07;1122;Não escavado - Superfície rochosa
TM937;M;218346,0871;8718804,797;1123;Escavado 
TM938;M;218300,4227;8718792,818;1124;Escavado 
TM939;M;218254,444;8718780,354;1125;Escavado 
TM940;M;218247,9793;8718641,267;1126;Escavado 
TM941;M;218205,8642;8718630,696;1127;Escavado 
TM942;M;218163,3522;8718620,102;1128;Escavado 
ACM378;M;218186,9676;8718326,396;1129;Escavado 
TM943;M;218230,4972;8718198,407;1130;Escavado 
TM944;M;218180,6234;8718183,074;1131;Escavado 
TM945;M;218131,594;8718166,804;1132;Escavado 
TB946;B;218101,1587;8718092,022;1133;Vistoriado 
TB947;B;218063,2482;8717908,356;1134;Vistoriado 
TB948;B;218116,4221;8717841,628;1135;Vistoriado 
TA949;A;217937,6108;8717374,84;1136;Não escavado - Superfície rochosa
TA950;A;217977,2446;8717369,44;1137;Não escavado - Superfície rochosa
TA951;A;217999,1487;8717366,456;1138;Não escavado - Superfície rochosa
ACA377;A;217828,3691;8717366,187;1139;Não escavado - Superfície rochosa
TA952;A;218038,7826;8717361,056;1140;Não escavado - Superfície rochosa
TA953;A;217954,7276;8717352,324;1141;Não escavado - Superfície rochosa
ACA376;A;217729,5867;8717350,636;1142;Não escavado - Superfície rochosa
TA954;A;218016,2655;8717343,939;1143;Não escavado - Superfície rochosa
TA955;A;217932,2106;8717335,207;1144;Não escavado - Superfície rochosa
TA956;A;217971,8444;8717329,807;1145;Escavado 
TA957;A;217993,7485;8717326,823;1146;Escavado 
ACA375;A;217531,491;8717323,3;1147;Escavado 
TA958;A;218033,3823;8717321,422;1148;Não escavado - Superfície rochosa
TA959;A;217954,3974;8717082,82;1149;Escavado 
TA960;A;218039,0809;8717077,42;1150;Escavado 
TA961;A;217995,5917;8717059,265;1151;Escavado 
TA962;A;217950,9703;8717042,451;1152;Escavado 
TA963;A;218036,3238;8717034,631;1153;Escavado 
TA964;A;217882,8174;8716974,63;1154;Escavado 
TA965;A;217970,0509;8716969,31;1155;Escavado 
TA966;A;217925,1359;8716950,155;1156;Escavado 
TA967;A;217878,9503;8716932,481;1157;Escavado 
TA968;A;217967,0037;8716924,501;1158;Escavado 
TM969;M;217920,7573;8716680,17;1159;Escavado 
TM970;M;217965,1314;8716654,063;1160;Escavado 
TM971;M;217855,4374;8716639,94;1161;Escavado 
TM972;M;218009,3337;8716626,291;1162;Escavado 
TM973;M;217898,522;8716613,236;1163;Escavado 
TM974;M;217943,8537;8716586,201;1164;Escavado 
TA975;A;217872,4974;8716074,32;1165;Escavado 
TA976;A;217964,9409;8716067,67;1166;Escavado 
TA977;A;217917,1529;8716047,803;1167;Escavado 
TA978;A;217807,7974;8716032,5;1168;Escavado 
TA979;A;217869,7402;8716028,311;1169;Escavado 
TA980;A;217898,5509;8716025,77;1170;Escavado 
TA981;A;217960,7337;8716020,731;1171;Escavado 
TA982;A;217851,5839;8716006,157;1172;Escavado 
TA983;A;217804,2203;8715986,951;1173;Escavado 
TA984;A;217895,3238;8715979,511;1174;Escavado 
TA985;A;217805,3955;8715670,8;1175;Não escavado - Superfície rochosa
TA986;A;217845,2777;8715667,734;1176;Escavado 
TA987;A;217823,8036;8715649,325;1177;Escavado 
TA988;A;217802,3294;8715630,917;1178;Escavado 
TA989;A;217842,2117;8715627,851;1179;Escavado 
TA990;A;217836,9674;8715615,9;1180;Escavado 
TA991;A;217928,2209;8715608,12;1181;Escavado 
TA992;A;217880,9466;8715589,183;1182;Escavado 
TA993;A;217834,4902;8715569,671;1183;Escavado 
TA994;A;217924,6338;8715562,801;1184;Escavado 
TA995;A;217765,3877;8715163,452;1185;Escavado 
TA996;A;217805,3748;8715162,438;1186;Escavado 
TA997;A;217827,4497;8715161,879;1187;Escavado 
TA998;A;217867,4368;8715160,865;1188;Escavado 
TA999;A;217784,8746;8715142,952;1189;Escavado 
TA1000;A;217846,9366;8715141,378;1190;Escavado 
TA1001;A;217764,3743;8715123,465;1191;Escavado 
TA1002;A;217804,3615;8715122,451;1192;Escavado 
TA1003;A;217826,4363;8715121,892;1193;Escavado 
TA1004;A;217866,4234;8715120,878;1194;Escavado 
ACA374;A;217623,8568;8714917,014;1195;Escavado 
TA1005;A;217837,483;8714754,79;1196;Não escavado - Superfície rochosa
TA1006;A;217752,0473;8714752,927;1197;Não escavado - Superfície rochosa
TA1007;A;217795,2745;8714733,149;1198;Escavado 
TA1008;A;217838,2439;8714713,564;1199;Não escavado - Superfície rochosa
TM1009;M;217903,763;8714711,57;1200;Não escavado - Superfície rochosa
TA1010;A;217753,6981;8714711,181;1201;Não escavado - Superfície rochosa
TM1011;M;217858,3428;8714687,493;1202;Não escavado - Superfície rochosa
TM1012;M;217813,5182;8714662,971;1203;Não escavado - Superfície rochosa
ACA373;A;217688,6023;8714375,292;1204;Escavado 
TA1013;A;217852,683;8714242,39;1205;Não escavado - Superfície rochosa
TA1014;A;217763,6872;8714240,367;1206;Escavado 
TA1015;A;217808,6433;8714217,311;1207;Escavado 
TA1016;A;217853,4539;8714194,564;1208;Escavado 
TA1017;A;217765,2181;8714191,801;1209;Escavado 
TA1018;A;217916,803;8714174,01;1210;Escavado 
TA1019;A;217826,9373;8714172,107;1211;Escavado 
TA1020;A;217872,34;8714150,636;1212;Escavado 
TA1021;A;217917,774;8714129,534;1213;Escavado 
TA1022;A;217828,3881;8714126,831;1214;Escavado 
TM1023;M;217867,693;8713691,04;1215;Escavado 
TM1024;M;217824,3601;8713667,341;1216;Não escavado - Superfície rochosa
TM1025;M;217931,2631;8713647,76;1217;Escavado 
TM1026;M;217780,3081;8713644,641;1218;Não escavado - Superfície rochosa
TM1027;M;217886,4483;8713623,99;1219;Não escavado - Superfície rochosa
TM1028;M;217842,2481;8713600,111;1220;Escavado 
ACB372;B;217829,2123;8713481,552;1221;Vistoriado 
TM1029;M;217881,723;8713181,79;1222;Escavado 
TM1030;M;217836,3974;8713157,651;1223;Não escavado - Superfície rochosa
TM1031;M;217791,5681;8713133,261;1224;Não escavado - Superfície rochosa
TM1032;M;217944,193;8713130,59;1225;Escavado 
TM1033;M;217899,6587;8713105,004;1226;Escavado 
TM1034;M;217855,5881;8713079,021;1227;Escavado 
TB1035;B;217850,4008;8712618,757;1228;Vistoriado 
TB1036;B;217913,7938;8712559,194;1229;Vistoriado 
ACB371;B;217916,5513;8712389,985;1230;Vistoriado 
ACB370;B;217922,6374;8712190,077;1231;Vistoriado 
TB1037;B;217864,1335;8712092,86;1232;Vistoriado 
TB1038;B;217927,4985;8712041,271;1233;Vistoriado 
TB1039;B;217877,5251;8711579,205;1234;Vistoriado 
TM1040;M;217985,153;8711530,52;1235;Escavado 
TM1041;M;217941,4219;8711507,509;1236;Escavado 
TM1042;M;217897,9781;8711484,291;1237;Escavado 
TM1043;M;217935,1531;8711090,7;1238;Escavado 
TM1044;M;217890,928;8711067,338;1239;Escavado 
TM1045;M;217847,1081;8711043,801;1240;Escavado 
TM1046;M;217998,153;8711034,74;1241;Escavado 
TM1047;M;217954,0649;8711011,882;1242;Escavado 
TM1048;M;217910,9382;8710988,481;1243;Escavado 
ACB369;B;217902,3183;8710731,304;1244;Vistoriado 
TM1049;M;217948,453;8710611,47;1245;Escavado 
TM1050;M;217902,9696;8710587,6;1246;Escavado 
TM1051;M;217858,4581;8710563,071;1247;Não escavado - Superfície rochosa
TM1052;M;218011,893;8710523,23;1248;Escavado 
TM1053;M;217967,0279;8710499,997;1249;Escavado 
TM1054;M;217923,2582;8710475,881;1250;Escavado 
ACM368;M;217914,391;8710278,371;1251;Escavado 
TM1055;M;217872,0572;8710078,827;1252;Escavado 
TM1056;M;217916,8094;8710055,508;1253;Escavado 
TM1057;M;217962,0039;8710032,884;1254;Escavado 
TM1058;M;218026,2931;8709992,95;1255;Escavado 
TM1059;M;217981,2758;8709966,863;1256;Escavado 
TM1060;M;217936,4181;8709940,281;1257;Escavado 
PLM91;M;217925,9412;8709736,109;1258;Escavado 
PLM92;M;217987,0289;8709725,525;1259;Escavado 
PLM93;M;217946,965;8709679,186;1260;Escavado 
PLM94;M;218008,0527;8709668,602;1261;Escavado 
PLM95;M;217967,9888;8709622,263;1262;Escavado 
PLM96;M;218029,0765;8709611,679;1263;Não escavado - Superfície rochosa
TM1061;M;217911,3483;8709597,158;1264;Escavado 
TM1062;M;218013,3872;8709590,135;1265;Escavado 
TM1063;M;217929,9296;8709575,834;1266;Escavado 
TM1064;M;217992,0626;8709571,554;1267;Escavado 
TM1065;M;217948,5108;8709554,509;1268;Escavado 
TM1066;M;217970,738;8709552,972;1269;Escavado 
PLM97;M;218023,8889;8709501,686;1270;Não escavado - Superfície rochosa
PLM98;M;217961,9009;8709500,583;1271;Escavado 
PLM99;M;217995,2607;8709448,67;1272;Não escavado - Superfície rochosa
PLM100;M;217933,2727;8709447,567;1273;Não escavado - Superfície rochosa
PLM101;M;217966,6325;8709395,654;1274;Escavado 
PLM102;M;217904,6445;8709394,551;1275;Escavado 
TM1067;M;217896,0986;8709239,749;1276;Não escavado - Superfície rochosa
TM1068;M;217932,4819;8709213,946;1277;Não escavado - Superfície rochosa
TA1069;A;217825,7786;8709192,829;1278;Não escavado - Superfície rochosa
TM1070;M;217969,5825;8709188,682;1279;Não escavado - Superfície rochosa
TA1071;A;217905,1836;8709179,413;1280;Não escavado - Superfície rochosa
TA1072;A;217862,2375;8709167,317;1281;Não escavado - Superfície rochosa
TA1073;A;217819,5576;8709154,808;1282;Não escavado - Superfície rochosa
TA1074;A;217898,9125;8709142,112;1283;Não escavado - Superfície rochosa
ACA367;A;217836,3287;8709028,007;1284;Escavado 
TA1075;A;217767,2485;8708847,989;1285;Escavado 
TA1076;A;217849,5635;8708833,813;1286;Escavado 
TA1077;A;217804,688;8708820,749;1287;Escavado 
TA1078;A;217759,6176;8708807,028;1288;Escavado 
TA1079;A;217817,8186;8708796,329;1289;Escavado 
TA1080;A;217843,4126;8708794,192;1290;Escavado 
TA1081;A;217907,4635;8708780,963;1291;Escavado 
TA1082;A;217858,7501;8708765,891;1292;Escavado 
TA1083;A;217809,9476;8708750,358;1293;Escavado 
TA1084;A;217900,4826;8708735,922;1294;Escavado 
ACA366;A;217755,1369;8708534,643;1295;Escavado 
TA1085;A;217676,9286;8708324,639;1296;Escavado 
TA1086;A;217767,7836;8708309,463;1297;Escavado 
TA1087;A;217718,6262;8708294,343;1298;Escavado 
TA1088;A;217670,2375;8708278,848;1299;Escavado 
TA1089;A;217759,6726;8708264,152;1300;Escavado 
TA1090;A;217732,7585;8708259,579;1301;Escavado 
TA1091;A;217817,3435;8708246,073;1302;Escavado 
TA1092;A;217771,7584;8708232,243;1303;Escavado 
TA1093;A;217726,2876;8708218,728;1304;Escavado 
TA1094;A;217810,1125;8708204,572;1305;Escavado 
ACA365;A;217750,2367;8708092,342;1306;Escavado 
ACA364;A;217734,0738;8707993,657;1307;Escavado 
TM1095;M;217683,1135;8707807,183;1308;Escavado 
TM1096;M;217635,9873;8707792,826;1309;Escavado 
TM1097;M;217589,0276;8707778,308;1310;Escavado 
TM1098;M;217735,7935;8707743,583;1311;Escavado 
TM1099;M;217688,0452;8707727,053;1312;Escavado 
TM1100;M;217640,4476;8707710,408;1313;Escavado 
ACM363;M;217584,4307;8707456,044;1314;Escavado 
TM1101;M;217597,8936;8707282,903;1315;Não escavado - Superfície rochosa
TM1102;M;217549,9772;8707267,874;1316;Escavado 
TM1103;M;217502,0976;8707253,168;1317;Escavado 
TM1104;M;217647,6635;8707217,813;1318;Escavado 
TM1105;M;217602,1568;8707204,091;1319;Escavado 
TM1106;M;217556,7475;8707190,538;1320;Escavado 
TM1107;M;217515,3136;8706786,203;1321;Escavado 
TM1108;M;217467,8228;8706771,742;1322;Escavado 
TM1109;M;217420,7876;8706757,108;1323;Escavado 
TM1110;M;217567,3335;8706729,473;1324;Escavado 
TM1111;M;217520,9022;8706716,003;1325;Escavado 
TM1112;M;217475,3876;8706701,688;1326;Escavado 
ACM362;M;217471,637;8706426,15;1327;Escavado 
TB1113;B;217390,731;8706304,029;1328;Vistoriado 
TB1114;B;217440,0771;8706222,382;1329;Vistoriado 
TM1115;M;217358,9535;8705830,703;1330;Escavado 
TM1116;M;217310,2086;8705815,426;1331;Escavado 
TM1117;M;217261,4676;8705800,108;1332;Não escavado - Superfície rochosa
TB1118;B;217355,2843;8705704,22;1333;Vistoriado 
ACB361;B;217258,6093;8705516,774;1334;Vistoriado 
ACB360;B;217300,656;8705387,402;1335;Vistoriado 
TB1119;B;217228,0379;8705316,196;1336;Vistoriado 
TB1120;B;217270,1683;8705191,276;1337;Vistoriado 
ACB359;B;217236,0535;8704992,654;1338;Vistoriado 
TB1121;B;217146,618;8704821,962;1339;Vistoriado 
TM1122;M;217234,2936;8704711,423;1340;Escavado 
TM1123;M;217188,6972;8704697,929;1341;Escavado 
TM1124;M;217143,3476;8704684,138;1342;Escavado 
ACB358;B;217082,2441;8704441,853;1343;Vistoriado 
TB1125;B;217061,4122;8704305,902;1344;Vistoriado 
TB1126;B;217109,0513;8704213,477;1345;Vistoriado 
ACM357;M;217076,3666;8704029,203;1346;Escavado 
ACB356;B;217050,9983;8703875,364;1347;Vistoriado 
TB1127;B;216972,9283;8703767,282;1348;Vistoriado 
TB1128;B;217019,5911;8703669,955;1349;Vistoriado 
TB1129;B;216889,9438;8703266,674;1350;Vistoriado 
TB1130;B;216939,4699;8703183,104;1351;Vistoriado 
ACB355;B;216891,5014;8702893,443;1352;Vistoriado 
TB1131;B;216799,4996;8702719,466;1353;Vistoriado 
TM1132;M;216811,3786;8702679,449;1354;Escavado 
TM1133;M;216851,4419;8702650,522;1355;Escavado 
TM1134;M;216891,4525;8702621,682;1356;Escavado 
ACB354;B;216810,7307;8702410,489;1357;Vistoriado 
TB1135;B;216716,4429;8702213,012;1358;Vistoriado 
TB1136;B;216766,6227;8702136,403;1359;Vistoriado 
ACB353;B;216716,7528;8701832,61;1360;Vistoriado 
TB1137;B;216630,8279;8701690,974;1361;Vistoriado 
TM1138;M;216728,0836;8701623,543;1362;Escavado 
TM1139;M;216679,1561;8701608,782;1363;Escavado 
TM1140;M;216630,9376;8701593,128;1364;Escavado 
ACM352;M;216658,8609;8701479,704;1365;Escavado 
TB1141;B;216544,1257;8701166,121;1366;Vistoriado 
TB1142;B;216596,6028;8701101,258;1367;Vistoriado 
ACM351;M;216564,5099;8700892,387;1368;Escavado 
TM1143;M;216419,7385;8700680,529;1369;Escavado 
TM1144;M;216459,3445;8700650,171;1370;Não escavado - Superfície rochosa
TM1145;M;216498,4726;8700619,552;1371;Escavado 
TB1146;B;216506,8354;8700558,414;1372;Vistoriado 
ACM350;M;216482,0268;8700408,716;1373;Escavado 
TB1147;B;216370,6008;8700113,243;1374;Vistoriado 
TB1148;B;216422,5977;8700046,473;1375;Vistoriado 
PLM103;M;216363,8185;8699887,617;1376;Escavado 
PLM104;M;216424,906;8699877,032;1377;Escavado 
PLM105;M;216325,7225;8699840,937;1378;Escavado 
PLM106;M;216386,8101;8699830,352;1379;Escavado 
PLM107;M;216287,6266;8699794,258;1380;Escavado 
PLM108;M;216348,7141;8699783,673;1381;Escavado 
TB1149;B;216284,02;8699585,291;1382;Vistoriado 
TB1150;B;216337,5535;8699530,51;1383;Vistoriado 
ACM349;M;216293,3298;8699278,626;1384;Escavado 
TM1151;M;216247,3636;8699104,623;1385;Escavado 
TM1152;M;216202,4236;8699090,991;1386;Escavado 
TM1153;M;216157,1776;8699077,718;1387;Escavado 
TM1154;M;216299,6736;8699020,913;1388;Escavado 
TM1155;M;216251,0672;8699005,525;1389;Escavado 
TM1156;M;216202,2776;8698990,358;1390;Escavado 
TA1157;A;216077,9085;8698618,089;1391;Escavado 
TA1158;A;216168,2235;8698603,323;1392;Escavado 
TA1159;A;216119,3274;8698587,879;1393;Escavado 
TA1160;A;216070,3675;8698572,548;1394;Escavado 
TA1161;A;216160,6825;8698557,582;1395;Escavado 
TA1162;A;216122,4886;8698506,869;1396;Escavado 
TA1163;A;216212,7836;8698492,173;1397;Escavado 
TA1164;A;216163,9294;8698476,613;1398;Escavado 
TA1165;A;216114,7876;8698461,328;1399;Escavado 
TA1166;A;216205,4226;8698446,192;1400;Escavado 
ACA348;A;216062,6537;8698245,187;1401;Escavado 
TA1167;A;215989,1086;8698072,969;1402;Não escavado - Vistoriado/acesso.
TA1168;A;216078,1336;8698058,993;1403;Escavado 
TA1169;A;216029,7081;8698041,078;1404;Escavado 
TA1170;A;215980,8175;8698023,948;1405;Não escavado - Vistoriado/acesso.
TA1171;A;216070,0025;8698008,602;1406;Escavado 
TA1172;A;216035,9786;8697985,409;1407;Escavado 
TA1173;A;216125,3736;8697969,513;1408;Escavado 
TA1174;A;216076,5051;8697955,065;1409;Escavado 
TA1175;A;216028,4275;8697939,198;1410;Escavado 
TA1176;A;216117,8526;8697925,812;1411;Escavado 
ACA347;A;215996,713;8697844,484;1412;Escavado 
ACA346;A;215980,459;8697745,814;1413;Escavado 
TA1177;A;215963,4385;8697505,049;1414;Escavado 
TA1178;A;216041,8035;8697492,203;1415;Escavado 
TA1179;A;215999,6054;8697480,216;1416;Escavado 
TA1180;A;215889,5585;8697469,169;1417;Escavado 
TA1181;A;215957,4875;8697468,258;1418;Escavado 
TA1182;A;216035,6025;8697455,332;1419;Escavado 
TA1183;A;215977,8035;8697454,623;1420;Escavado 
TA1184;A;215929,7222;8697437,494;1421;Escavado 
TA1185;A;215881,7676;8697420,388;1422;Escavado 
TA1186;A;215969,6626;8697405,752;1423;Escavado 
TM1187;M;215882,8185;8697047,959;1424;Escavado 
TM1188;M;215922,8622;8697016,601;1425;Escavado 
TM1189;M;215962,8726;8696985,502;1426;Escavado 
TM1190;M;215888,6136;8696912,573;1427;Escavado 
TM1191;M;215840,6102;8696897,686;1428;Escavado 
TM1192;M;215792,5976;8696882,718;1429;Escavado 
ACM345;M;215867,0374;8696673,757;1430;Escavado 
TM1193;M;215790,3585;8696489,299;1431;Escavado 
TM1194;M;215830,8849;8696456,979;1432;Não escavado - Superfície rochosa
TM1195;M;215871,4426;8696424,692;1433;Escavado 
TB1196;B;215755,9913;8696383,636;1434;Vistoriado 
ACB344;B;215792,0099;8696220,151;1435;Vistoriado 
ACB343;B;215759,4533;8696022,818;1436;Vistoriado 
TB1197;B;215741,8026;8695916,355;1437;Vistoriado 
TB1198;B;215667,2965;8695844,917;1438;Vistoriado 
ACB342;B;215706,3847;8695699,453;1439;Vistoriado 
TM1199;M;215705,3535;8695420,013;1440;Escavado 
TM1200;M;215657,5661;8695402,881;1441;Escavado 
TM1201;M;215609,1276;8695386,338;1442;Escavado 
TM1202;M;215541,8285;8695359,209;1443;Escavado 
TM1203;M;215582,7214;8695329,907;1444;Escavado 
TM1204;M;215623,0326;8695300,292;1445;Escavado 
ACB341;B;215541,6678;8695094,822;1446;Vistoriado 
TM1205;M;215615,3535;8694877,903;1447;Escavado 
TM1206;M;215568,233;8694861,394;1448;Escavado 
TM1207;M;215520,8775;8694845,218;1449;Escavado 
TB1208;B;215493,6483;8694792,025;1450;Vistoriado 
ACB340;B;215444,8034;8694498,619;1451;Vistoriado 
TB1209;B;215483,6573;8694348,493;1452;Vistoriado 
TM1210;M;215359,1586;8694245,849;1453;Escavado 
TM1211;M;215398,5692;8694214,869;1454;Escavado 
TM1212;M;215438,0426;8694183,922;1455;Escavado 
ACB339;B;215364,1123;8694017,252;1456;Vistoriado 
TB1213;B;215408,2569;8693896,188;1457;Vistoriado 
ACB338;B;215331,0484;8693820,004;1458;Vistoriado 
TB1214;B;215306,5578;8693659,663;1459;Vistoriado 
ACB337;B;215277,4483;8693471,834;1460;Vistoriado 
TB1215;B;215322,3295;8693370,785;1461;Vistoriado 
TB1216;B;215216,5436;8693108,851;1462;Vistoriado 
TB1217;B;215235,6269;8692842,62;1463;Vistoriado 
TM1218;M;215104,6366;8692672,639;1464;Escavado 
TM1219;M;215140,2866;8692647,889;1465;Não escavado - Superfície rochosa
TM1220;M;215176,4755;8692623,225;1466;Escavado 
TB1221;B;215157,7645;8692374,078;1467;Vistoriado 
TM1222;M;215041,4785;8692296,699;1468;Escavado 
TM1223;M;215077,9455;8692271,128;1469;Escavado 
TM1224;M;215114,7525;8692245,852;1470;Escavado 
TM1225;M;215029,2786;8691873,579;1471;Não escavado - Superfície rochosa
TM1226;M;215070,1677;8691841,364;1472;Não escavado - Superfície rochosa
TM1227;M;215110,9425;8691809,282;1473;Escavado 
TM1228;M;215046,3035;8691800,643;1474;Escavado 
TM1229;M;214998,0966;8691783,798;1475;Escavado 
TM1230;M;214950,1176;8691766,978;1476;Escavado 
PLB109;B;214965,5839;8691479,979;1477;Vistoriado 
PLB110;B;215024,4816;8691460,62;1478;Vistoriado 
TB1231;B;214929,1286;8691365,914;1479;Vistoriado 
TB1232;B;214989,5646;8691351,35;1480;Vistoriado 
PLB111;B;214911,8883;8691261,275;1481;Vistoriado 
PLB112;B;214972,9758;8691250,69;1482;Vistoriado 
TM1233;M;214749,518;8690947,811;1483;Escavado 
TB1234;B;214857,3995;8690938,51;1484;Vistoriado 
TM1235;M;214783,9533;8690912,009;1485;Escavado 
TM1236;M;214818,3732;8690876,3;1486;Escavado 
ACM336;M;214791,7803;8690732,302;1487;Escavado 
TM1237;M;214671,9879;8690507,461;1488;Escavado 
TM1238;M;214708,4649;8690471,671;1489;Escavado 
TM1239;M;214744,8532;8690435,85;1490;Escavado 
TB1240;B;214623,5108;8690409,936;1491;Vistoriado 
ACB335;B;214645,7716;8690280,034;1492;Vistoriado 
ACB334;B;214584,9687;8690089,501;1493;Vistoriado 
TB1241;B;214550,1568;8689976,326;1494;Vistoriado 
TB1242;B;214459,3564;8689895,574;1495;Vistoriado 
ACB333;B;214399,984;8689706,669;1496;Vistoriado 
TB1243;B;214389,2808;8689472,502;1497;Vistoriado 
TM1244;M;214348,4393;8689399,666;1498;Escavado 
TM1245;M;214297,8262;8689391,902;1499;Escavado 
TM1246;M;214247,5518;8689383,595;1500;Escavado 
TM1247;M;214210,9879;8689053,131;1501;Escavado 
TM1248;M;214244,7769;8689020,95;1502;Escavado 
TM1249;M;214278,5632;8688988,75;1503;Escavado 
TB1250;B;214142,0468;8688905,103;1504;Vistoriado 
TM1251;M;214159,6293;8688608,496;1505;Escavado 
TM1252;M;214110,3501;8688600,847;1506;Escavado 
TM1253;M;214060,9318;8688593,145;1507;Escavado 
TB1254;B;213974,875;8688381,234;1508;Vistoriado 
TM1255;M;213922,7479;8688163,311;1509;Escavado 
TM1256;M;213959,2087;8688127,539;1510;Escavado 
TM1257;M;213995,5532;8688091,79;1511;Escavado 
TB1258;B;213820,5096;8687897,188;1512;Vistoriado 
ACB332;B;213764,0491;8687712,198;1513;Vistoriado 
TB1259;B;213796,1361;8687617,971;1514;Vistoriado 
TB1260;B;213650,1715;8687364,725;1515;Vistoriado 
ACB331;B;213620,289;8687260,017;1516;Vistoriado 
TM1261;M;213694,7494;8687165,046;1517;Escavado 
TM1262;M;213649,4672;8687158,844;1518;Escavado 
TM1263;M;213604,3218;8687152,445;1519;Escavado 
TB1264;B;213467,7345;8686793,106;1520;Vistoriado 
TB1265;B;213490,8486;8686662,6;1521;Vistoriado 
TM1266;M;213332,8893;8686223,316;1522;Escavado 
TM1267;M;213282,2056;8686213,204;1523;Escavado 
TM1268;M;213231,7218;8686202,895;1524;Escavado 
TM1269;M;213360,2093;8686105,036;1525;Escavado 
TM1270;M;213309,1305;8686095,038;1526;Escavado 
TM1271;M;213258,3918;8686084,335;1527;Escavado 
ACM330;M;213225,7381;8685838,833;1528;Escavado 
TA1272;A;213081,6679;8685731,441;1529;Escavado 
TA1273;A;213165,9493;8685704,266;1530;Escavado 
TA1274;A;213117,1047;8685696,819;1531;Escavado 
TA1275;A;213068,2418;8685689,245;1532;Escavado 
TA1276;A;213152,7432;8685662,29;1533;Escavado 
TA1277;A;213118,3979;8685648,131;1534;Escavado 
TA1278;A;213205,7693;8685619,936;1535;Escavado 
TA1279;A;213154,9255;8685612,011;1536;Escavado 
TA1280;A;213104,3318;8685603,675;1537;Escavado 
TA1281;A;213191,5432;8685576,13;1538;Escavado 
TA1282;A;212932,9179;8685265,491;1539;Escavado 
TA1283;A;213017,1293;8685238,496;1540;Escavado 
TA1284;A;212968,3932;8685231,041;1541;Escavado 
TA1285;A;212919,7018;8685223,575;1542;Escavado 
TA1286;A;213003,8032;8685196,59;1543;Escavado 
TA1287;A;212955,8879;8685138,031;1544;Escavado 
TA1288;A;213042,8294;8685110,306;1545;Escavado 
TA1289;A;212992,3539;8685102,247;1546;Escavado 
TA1290;A;212941,9018;8685094,215;1547;Escavado 
TA1291;A;213028,7432;8685066,44;1548;Escavado 
ACA329;A;212957,6317;8684992,31;1549;Escavado 
TA1292;A;212767,7278;8684751,834;1550;Escavado 
TA1293;A;212853,7783;8684723,904;1551;Escavado 
TA1294;A;212803,004;8684713,877;1552;Escavado 
TA1295;A;212752,3529;8684703,687;1553;Escavado 
TA1296;A;212838,2533;8684676,007;1554;Escavado 
TA1297;A;212809,1379;8684666,601;1555;Escavado 
TA1298;A;212888,8993;8684641,136;1556;Escavado 
TA1299;A;212842,8706;8684634,564;1557;Escavado 
