ponto;potencial;pontox;pontoy;ordem;status
TM2556;M;210870,3389;8556695,41;3134;Não escavado - Superfície rochosa
TM2557;M;210853,7986;8556672,467;3135;Escavado 
TM2558;M;210837,2582;8556649,523;3136;Escavado 
TM2559;M;210943,1829;8556633,567;3137;Não escavado - Superfície rochosa
TM2560;M;210926,6426;8556610,623;3138;Não escavado - Superfície rochosa
TM2561;M;210910,1022;8556587,68;3139;Não escavado - Superfície rochosa
ACM112;M;210897,9572;8556281,44;3140;Escavado 
TM2562;M;211024,1859;8556134,093;3141;Não escavado - Superfície rochosa
TM2563;M;211007,6456;8556111,15;3142;Escavado 
TM2564;M;210925,1458;8556107,603;3143;Escavado 
TM2565;M;210948,0896;8556091,062;3144;Não escavado - Superfície rochosa
TM2566;M;210991,1053;8556088,206;3145;Escavado 
TM2567;M;210971,0334;8556074,522;3146;Não escavado - Superfície rochosa
ACM111;M;211037,6382;8555848,244;3147;Escavado 
TM2568;M;211036,6881;8555670,411;3148;Escavado 
TM2569;M;211083,3636;8555657,525;3149;Escavado 
TM2570;M;211128,7631;8555642,29;3150;Não escavado - Superfície rochosa
TM2571;M;211079,1982;8555583,786;3151;Escavado 
TM2572;M;211039,5174;8555550,204;3152;Escavado 
TM2573;M;210997,773;8555520,165;3153;Escavado 
ACM110;M;211066,5618;8555379,267;3154;Escavado 
TM2574;M;211182,6682;8555297,426;3155;Não escavado - Superfície rochosa
TM2575;M;211145,1853;8555270,874;3156;Não escavado - Superfície rochosa
TM2576;M;211107,9129;8555245,385;3157;Não escavado - Superfície rochosa
TM2577;M;211159,9382;8555072,886;3158;Escavado 
TM2578;M;211121,1924;8555040,721;3159;Não escavado - Superfície rochosa
TM2579;M;211081,023;8555011,315;3160;Escavado 
TA2580;A;211228,2959;8554875,537;3161;Não escavado - Superfície rochosa
TA2581;A;211188,8118;8554869,134;3162;Não escavado - Superfície rochosa
TA2582;A;211211,7556;8554852,593;3163;Não escavado - Superfície rochosa
TA2583;A;211234,6994;8554836,053;3164;Escavado 
TA2584;A;211195,2152;8554829,65;3165;Escavado 
ACM109;M;211246,1589;8554590,188;3166;Não escavado - Superfície rochosa
TM2585;M;211198,7348;8554420,644;3167;Escavado 
TM2586;M;211221,6786;8554404,104;3168;Não escavado - Superfície rochosa
TM2587;M;211244,6223;8554387,563;3169;Escavado 
TA2588;A;211329,4699;8554251,688;3170;Não escavado - Superfície rochosa
TA2589;A;211289,9858;8554245,285;3171;Escavado 
TA2590;A;211312,9296;8554228,744;3172;Escavado 
TA2591;A;211335,8734;8554212,204;3173;Não escavado - Superfície rochosa
TA2592;A;211296,3892;8554205,801;3174;Não escavado - Superfície rochosa
ACM108;M;211305,2855;8554003,606;3175;Escavado 
ACM107;M;211303,159;8553811,827;3176;Escavado 
TM2593;M;211355,4019;8553704,488;3177;Escavado 
TM2594;M;211338,8616;8553681,545;3178;Escavado 
TM2595;M;211322,3212;8553658,601;3179;Escavado 
TM2596;M;211430,8049;8553626,851;3180;Não escavado - Superfície rochosa
TM2597;M;211414,2646;8553603,907;3181;Escavado 
TM2598;M;211397,7242;8553580,964;3182;Escavado 
TM2599;M;211419,4369;8553309,647;3183;Não escavado - Superfície rochosa
TM2600;M;211402,8966;8553286,704;3184;Não escavado - Superfície rochosa
TM2601;M;211386,3563;8553263,76;3185;Não escavado - Superfície rochosa
TM2602;M;211493,8789;8553237,933;3186;Não escavado - Superfície rochosa
TM2603;M;211477,3385;8553214,989;3187;Não escavado - Superfície rochosa
TM2604;M;211460,7982;8553192,046;3188;Não escavado - Superfície rochosa
TB2605;B;211535,7686;8552467,408;3189;Vistoriado 
TB2606;B;211622,3766;8552320,673;3190;Vistoriado 
ACB106;B;211472,4867;8552273,336;3191;Vistoriado 
PLB217;B;211644,2546;8552033,111;3192;Vistoriado 
PLB218;B;211586,6328;8552010,198;3193;Vistoriado 
TB2607;B;211686,0666;8551927,953;3194;Vistoriado 
TB2608;B;211625,9546;8551911,319;3195;Vistoriado 
PLB219;B;211705,5661;8551807,753;3196;Vistoriado 
PLB220;B;211644,3557;8551797,826;3197;Vistoriado 
ACB105;B;211761,4169;8551649,614;3198;Vistoriado 
TB2609;B;211865,3266;8551477,137;3199;Vistoriado 
TB2610;B;211810,9416;8551446,104;3200;Vistoriado 
ACB104;B;211918,882;8551258,676;3201;Vistoriado 
TB2611;B;212043,0536;8551030,177;3202;Vistoriado 
TB2612;B;212016,0116;8550930,379;3203;Vistoriado 
ACB103;B;211859,5519;8550838,956;3204;Vistoriado 
ACB102;B;212211,6743;8550717,764;3205;Vistoriado 
ACB101;B;212341,6829;8550555,046;3206;Vistoriado 
TB2613;B;212230,8;8550544,334;3207;Vistoriado 
TB2614;B;212202,9333;8550451,54;3208;Vistoriado 
ACM100;M;212474,6874;8550253,563;3209;Escavado 
TM2615;M;212371,538;8550072,412;3210;Escavado 
TM2616;M;212422,8245;8550063,082;3211;Escavado 
TM2617;M;212475,0132;8550059,329;3212;Escavado 
TM2618;M;212426,1005;8550011,843;3213;Escavado 
ACM99;M;212600,6651;8550001,279;3214;Escavado 
TM2619;M;212390,9537;8549974,405;3215;Escavado 
TM2620;M;212361,0008;8549933,328;3216;Não escavado - Superfície rochosa
ACM98;M;212638,7357;8549809,914;3217;Escavado 
TM2621;M;212560,108;8549600,642;3218;Escavado 
TM2622;M;212610,7736;8549594,317;3219;Escavado 
TM2623;M;212662,1932;8549591,479;3220;Escavado 
TM2624;M;212613,9804;8549544,893;3221;Escavado 
TM2625;M;212581,159;8549506,929;3222;Escavado 
TM2626;M;212550,0907;8549468,538;3223;Não escavado - Superfície rochosa
TM2627;M;212743,7279;8549138,262;3224;Escavado 
TM2628;M;212795,3945;8549129,804;3225;Escavado 
TM2629;M;212847,4832;8549125,089;3226;Escavado 
TM2630;M;212737,7279;8548989,572;3227;Não escavado - Superfície rochosa
TM2631;M;212788,8603;8548982,551;3228;Escavado 
TM2632;M;212839,5532;8548977,009;3229;Escavado 
ACM97;M;212919,3088;8548868,097;3230;Escavado 
TB2633;B;212991,2579;8548637,508;3231;Vistoriado 
TB2634;B;212965,7894;8548545,059;3232;Vistoriado 
ACB96;B;213057,8108;8548432,57;3233;Vistoriado 
ACB95;B;213148,1852;8548269,569;3234;Vistoriado 
TB2635;B;213215,5116;8548081,597;3235;Vistoriado 
TB2636;B;213158,3566;8548057,536;3236;Vistoriado 
TB2637;B;213295,124;8547749,647;3237;Vistoriado 
TB2638;B;213424,6275;8547603,509;3238;Vistoriado 
TB2639;B;213523,5402;8547233,687;3239;Vistoriado 
TB2640;B;213709,8886;8546970,776;3240;Vistoriado 
TB2641;B;213724,8816;8546784,605;3241;Vistoriado 
ACB94;B;213989,4026;8546727,912;3242;Vistoriado 
TM2642;M;213894,9868;8546612,081;3243;Escavado 
TM2643;M;213880,2816;8546587,92;3244;Escavado 
ACM93;M;214147,5377;8546580,246;3245;Escavado 
TB2644;B;213819,0486;8546573,022;3246;Vistoriado 
TM2645;M;213865,5764;8546563,758;3247;Escavado 
ACM92;M;214097,3591;8546405,455;3248;Escavado 
TM2646;M;213792,0268;8546204,939;3249;Escavado 
TM2647;M;213838,7416;8546180,036;3250;Escavado 
TM2648;M;213887,5544;8546158,952;3251;Escavado 
TM2649;M;213950,4755;8546105,545;3252;Escavado 
TM2650;M;213908,2261;8546080,375;3253;Escavado 
TM2651;M;213866,6556;8546053,296;3254;Escavado 
TM2652;M;213920,1855;8545531,675;3255;Escavado 
TM2653;M;213877,7056;8545510,955;3256;Escavado 
TM2654;M;213839,4857;8545486,696;3257;Escavado 
TA2655;A;213995,6555;8545373,935;3258;Escavado 
TA2656;A;213908,0268;8545368,429;3259;Escavado 
TA2657;A;213953,3612;8545347,633;3260;Escavado 
TA2658;A;213997,5444;8545326,202;3261;Escavado 
TA2659;A;213911,7556;8545321,596;3262;Escavado 
TM2660;M;213941,9349;8545172,854;3263;Escavado 
TM2661;M;213903,4092;8545151,359;3264;Escavado 
TM2662;M;213864,829;8545130,794;3265;Escavado 
TM2663;M;213937,6968;8544881,239;3266;Escavado 
TM2664;M;213982,8133;8544863,168;3267;Escavado 
TM2665;M;214026,7843;8544843,622;3268;Escavado 
TM2666;M;213968,6155;8544768,894;3269;Escavado 
TM2667;M;213927,5479;8544744,956;3270;Escavado 
TM2668;M;213885,8356;8544722,196;3271;Escavado 
TM2669;M;213965,4868;8544469,509;3272;Escavado 
TM2670;M;214006,5215;8544453,715;3273;Escavado 
TM2671;M;214046,8743;8544436,842;3274;Escavado 
TM2672;M;213994,7055;8544329,925;3275;Escavado 
TM2673;M;213951,4933;8544304,727;3276;Escavado 
TM2674;M;213907,0057;8544279,166;3277;Escavado 
ACM91;M;213768,3055;8544186,869;3278;Não escavado - Superfície rochosa
TB2675;B;214026,7546;8544090,273;3279;Vistoriado 
ACB90;B;213833,1813;8543997,851;3280;Vistoriado 
TB2676;B;213977,8436;8543865,266;3281;Vistoriado 
TB2677;B;214057,8406;8543560,184;3282;Vistoriado 
ACB89;B;213958,7191;8543415,303;3283;Vistoriado 
ACB88;B;213846,6167;8543266,651;3284;Vistoriado 
ACB87;B;213738,8442;8543126,673;3285;Vistoriado 
TB2678;B;214025,0876;8543059,65;3286;Vistoriado 
TB2679;B;214087,8046;8543049,247;3287;Vistoriado 
ACB86;B;213572,7124;8543029,695;3288;Vistoriado 
TB2680;B;214034,8535;8542809,792;3289;Vistoriado 
TB2681;B;214106,5386;8542729,796;3290;Vistoriado 
PLB221;B;214127,0079;8542380,756;3291;Vistoriado 
PLB222;B;214065,0885;8542377,637;3292;Vistoriado 
TB2682;B;214079,5491;8542077,237;3293;Vistoriado 
TB2683;B;214147,1876;8542028,583;3294;Vistoriado 
ACB85;B;214176,1626;8541775,696;3295;Vistoriado 
TB2684;B;214107,7516;8541650,072;3296;Vistoriado 
TB2685;B;214170,3301;8541606,348;3297;Vistoriado 
TM2686;M;214237,3656;8541259,185;3298;Escavado 
TM2687;M;214194,5403;8541232,039;3299;Escavado 
TM2688;M;214150,9056;8541205,156;3300;Escavado 
TB2689;B;214141,7975;8541128,403;3301;Vistoriado 
TM2690;M;214196,342;8540856,841;3302;Escavado 
TM2691;M;214135,324;8540838,294;3303;Escavado 
TM2692;M;214217,4785;8540838,046;3304;Escavado 
TM2693;M;214156,4606;8540819,5;3305;Escavado 
TM2694;M;214238,6152;8540819,252;3306;Escavado 
TM2695;M;214177,5972;8540800,705;3307;Escavado 
TM2696;M;214253,4501;8539871,418;3308;Não escavado - Superfície rochosa
TM2697;M;214191,6822;8539865,645;3309;Escavado 
TM2698;M;214275,2246;8539853,366;3310;Escavado 
TM2699;M;214213,4566;8539847,594;3311;Escavado 
TM2700;M;214296,999;8539835,315;3312;Não escavado - Superfície rochosa
TM2701;M;214235,2309;8539829,541;3313;Escavado 
ACM84;M;214240,4717;8539643,841;3314;Escavado 
TM2702;M;214334,6262;8539548,056;3315;Escavado 
TM2703;M;214317,3386;8539525,67;3316;Não escavado - Superfície rochosa
TM2704;M;214300,051;8539503,283;3317;Não escavado - Superfície rochosa
TB2705;B;214278,0086;8539345,3;3318;Vistoriado 
TB2706;B;214374,3315;8539133,862;3319;Vistoriado 
TB2707;B;214333,6222;8538960,268;3320;Vistoriado 
ACB83;B;214344,4198;8538831,804;3321;Vistoriado 
TB2708;B;214418,2124;8538720,412;3322;Vistoriado 
ACB82;B;214181,1639;8538584,839;3323;Vistoriado 
TB2709;B;214373,5241;8538572,793;3324;Vistoriado 
ACB81;B;214078,7075;8538413,62;3325;Vistoriado 
TB2710;B;214461,1196;8538406,87;3326;Vistoriado 
TB2711;B;214407,1306;8538340,563;3327;Vistoriado 
ACB80;B;213788,2685;8538187,556;3328;Vistoriado 
ACM79;M;213617,8102;8538036,352;3329;Escavado 
ACM78;M;213446,4976;8537975,63;3330;Escavado 
ACA77;A;213262,5428;8537873,569;3331;Escavado 
TB2712;B;214532,4187;8537802,63;3332;Vistoriado 
TB2713;B;214479,159;8537733,969;3333;Vistoriado 
ACA76;A;212940,4137;8537685,104;3334;Escavado 
ACA75;A;212759,2986;8537600,314;3335;Escavado 
ACA74;A;212590,804;8537492,571;3336;Escavado 
TB2714;B;214581,8217;8537430,288;3337;Vistoriado 
TB2715;B;214526,6672;8537372,438;3338;Vistoriado 
ACA73;A;212487,6448;8537327,722;3339;Escavado 
ACA72;A;212415,9642;8537144,693;3340;Escavado 
TM2716;M;214592,2483;8537059,728;3341;Não escavado - Superfície rochosa
TM2717;M;214632,4372;8537043,556;3342;Escavado 
TM2718;M;214676,9928;8537032,073;3343;Não escavado - Superfície rochosa
TM2719;M;214632,0672;8536925,498;3344;Escavado 
ACM71;M;212286,0324;8536924,393;3345;Escavado 
TM2720;M;214590,8966;8536895,887;3346;Escavado 
TM2721;M;214548,554;8536864,543;3347;Escavado 
ACM70;M;212140,825;8536786,862;3348;Não escavado - Superfície rochosa
ACM69;M;214612,0425;8536750,2;3349;Escavado 
TA2722;A;214745,9072;8536525,708;3350;Escavado 
TA2723;A;214657,9584;8536516,638;3351;Escavado 
TA2724;A;214704,3704;8536499,145;3352;Escavado 
TA2725;A;214752,1528;8536483,773;3353;Escavado 
TA2726;A;214663,924;8536470,903;3354;Escavado 
TA2727;A;214700,6772;8536401,308;3355;Escavado 
TA2728;A;214612,1884;8536390,968;3356;Escavado 
TA2729;A;214659,412;8536370,983;3357;Escavado 
TA2730;A;214708,3028;8536352,413;3358;Escavado 
TA2731;A;214617,554;8536339,853;3359;Não escavado - Superfície rochosa
ACA68;A;214682,2206;8536202,487;3360;Escavado 
TA2732;A;214804,7372;8536077,428;3361;Escavado 
TA2733;A;214714,6683;8536068,098;3362;Escavado 
TA2734;A;214762,3372;8536047,565;3363;Escavado 
TA2735;A;214811,9029;8536029,613;3364;Não escavado - Superfície rochosa
TA2736;A;214720,574;8536015,783;3365;Escavado 
ACA67;A;214720,3106;8535904,915;3366;Não escavado - Superfície rochosa
TA2737;A;214781,0771;8535799,288;3367;Escavado 
TA2738;A;214690,7683;8535785,378;3368;Escavado 
TA2739;A;214739,5206;8535767,864;3369;Escavado 
TA2740;A;214785,6628;8535747,663;3370;Escavado 
TA2741;A;214698,264;8535738,183;3371;Escavado 
TA2742;A;214869,0272;8535579,098;3372;Escavado 
TA2743;A;214781,4084;8535567,888;3373;Escavado 
TA2744;A;214828,3891;8535548,649;3374;Escavado 
TA2745;A;214876,7028;8535529,893;3375;Escavado 
TA2746;A;214786,424;8535518,223;3376;Escavado 
ACA66;A;214784,8605;8535410,161;3377;Escavado 
TA2747;A;214842,6672;8535300,478;3378;Escavado 
TA2748;A;214754,5283;8535289,088;3379;Escavado 
TA2749;A;214801,6378;8535272,332;3380;Não escavado - Superfície rochosa
TA2750;A;214849,7128;8535255,693;3381;Não escavado - Superfície rochosa
TA2751;A;214759,344;8535244,403;3382;Não escavado - Superfície rochosa
ACA65;A;214827,3767;8535080,188;3383;Escavado 
TA2752;A;214928,1052;8534930,035;3384;Não escavado - Superfície rochosa
TA2753;A;214888,4314;8534924,936;3385;Não escavado - Superfície rochosa
TA2754;A;214803,7483;8534912,018;3386;Não escavado - Superfície rochosa
TA2755;A;214910,8176;8534907,648;3387;Escavado 
TA2756;A;214850,3069;8534892,335;3388;Escavado 
TA2757;A;214933,2037;8534890,361;3389;Escavado 
TA2758;A;214893,53;8534885,262;3390;Escavado 
TA2759;A;214899,7329;8534873,553;3391;Escavado 
TA2760;A;214806,0139;8534860,343;3392;Não escavado - Superfície rochosa
ACA64;A;214866,9138;8534768,533;3393;Escavado 
ACA63;A;214918,6465;8534371,892;3394;Não escavado - Superfície rochosa
ACM62;M;214939,5786;8534211,403;3395;Não escavado - Superfície rochosa
TM2761;M;214993,5904;8534106,666;3396;Não escavado - Superfície rochosa
TM2762;M;215015,9765;8534089,378;3397;Não escavado - Superfície rochosa
TM2763;M;215038,3627;8534072,091;3398;Escavado 
TM2764;M;214978,8932;8534048,433;3399;Não escavado - Superfície rochosa
TM2765;M;214961,6056;8534026,047;3400;Não escavado - Superfície rochosa
TM2766;M;214944,318;8534003,66;3401;Não escavado - Superfície rochosa
ACM61;M;214993,0236;8533790,042;3402;Não escavado - Superfície rochosa
TM2767;M;215112,1651;8533497,814;3403;Escavado 
TM2768;M;215051,8042;8533481,099;3404;Escavado 
TM2769;M;215094,8776;8533475,427;3405;Escavado 
TM2770;M;215034,5166;8533458,712;3406;Escavado 
TM2771;M;215077,59;8533453,041;3407;Escavado 
TM2772;M;215017,2291;8533436,326;3408;Escavado 
ACM60;M;215100,9382;8532958,135;3409;Escavado 
TB2773;B;215195,3959;8532717,481;3410;Vistoriado 
TB2774;B;215139,4348;8532663,811;3411;Vistoriado 
PLB223;B;215197,009;8532492,395;3412;Vistoriado 
PLB224;B;215138,8349;8532470,97;3413;Vistoriado 
TB2775;B;215234,1826;8532391,459;3414;Vistoriado 
TB2776;B;215173,5816;8532376,607;3415;Vistoriado 
PLB225;B;215250,7033;8532262,872;3416;Vistoriado 
PLB226;B;215190,5633;8532255,144;3417;Vistoriado 
TB2777;B;215296,0036;8532057,165;3418;Vistoriado 
TB2778;B;215365,8435;8532040,85;3419;Vistoriado 
ACB59;B;215340,3756;8531928,017;3420;Vistoriado 
TB2779;B;215456,8714;8531616,727;3421;Vistoriado 
TB2780;B;215530,6872;8531601,782;3422;Vistoriado 
ACM58;M;215561,3212;8531326,616;3423;Não escavado - Superfície rochosa
TM2781;M;215634,1116;8531253,943;3424;Escavado 
TM2782;M;215710,6615;8531242,473;3425;Escavado 
TM2783;M;215602,8847;8531215,812;3426;Escavado 
TM2784;M;215680,2878;8531201,967;3427;Escavado 
TM2785;M;215567,9397;8531178,668;3428;Escavado 
TM2786;M;215639,9996;8531166,278;3429;Escavado 
TM2787;M;215809,4715;8530760,093;3430;Escavado 
TM2788;M;215881,7215;8530745,253;3431;Escavado 
TM2789;M;215779,2647;8530727,262;3432;Escavado 
TM2790;M;215852,8785;8530711,923;3433;Escavado 
TM2791;M;215748,1196;8530692,628;3434;Escavado 
TM2792;M;215820,5497;8530678,108;3435;Escavado 
TA2793;A;216113,1606;8530062,618;3436;Escavado 
TA2794;A;216048,2446;8530059,484;3437;Escavado 
TA2795;A;216075,6251;8530048,794;3438;Escavado 
TA2796;A;216010,7091;8530045,66;3439;Escavado 
TA2797;A;216101,3046;8530036,938;3440;Escavado 
TA2798;A;216036,3886;8530033,804;3441;Escavado 
TA2799;A;216126,9841;8530025,083;3442;Escavado 
TA2800;A;216062,0681;8530021,949;3443;Escavado 
TA2801;A;216089,4486;8530011,259;3444;Escavado 
TA2802;A;216024,5326;8530008,125;3445;Escavado 
ACA57;A;216143,0971;8529922,292;3446;Escavado 
TM2803;M;216322,7415;8529387,213;3447;Escavado 
TM2804;M;216397,3416;8529368,813;3448;Escavado 
TM2805;M;216286,4729;8529349,42;3449;Escavado 
TM2806;M;216362,6137;8529329,29;3450;Escavado 
TM2807;M;216256,5497;8529310,808;3451;Escavado 
TM2808;M;216330,2996;8529290,848;3452;Escavado 
TB2809;B;216439,3654;8528946,076;3453;Vistoriado 
TB2810;B;216510,7459;8528930,106;3454;Vistoriado 
TB2811;B;216547,0034;8528640,265;3455;Vistoriado 
TB2812;B;216620,4815;8528629,081;3456;Vistoriado 
ACB56;B;216800,9589;8528489,803;3457;Vistoriado 
ACB55;B;216798,5425;8528291,243;3458;Vistoriado 
TB2813;B;216814,9391;8528094,353;3459;Vistoriado 
TB2814;B;216774,9346;8528022,622;3460;Vistoriado 
ACB54;B;216842,7572;8527923,939;3461;Vistoriado 
ACM53;M;217066,9182;8527836,227;3462;Escavado 
ACA52;A;217517,5767;8527750,753;3463;Escavado 
ACM51;M;217157,0464;8527674,311;3464;Escavado 
TM2815;M;217034,8445;8527559,942;3465;Escavado 
TM2816;M;216935,5041;8527534,538;3466;Não escavado - Superfície rochosa
TM2817;M;217022,9886;8527534,263;3467;Não escavado - Superfície rochosa
TM2818;M;216961,1835;8527522,682;3468;Não escavado - Superfície rochosa
TM2819;M;216986,863;8527510,827;3469;Não escavado - Superfície rochosa
TM2820;M;217011,1326;8527508,583;3470;Escavado 
TM2821;M;217270,5905;8526740,412;3471;Escavado 
TM2822;M;217339,6535;8526732,285;3472;Não escavado - Superfície rochosa
TM2823;M;217258,7346;8526714,732;3473;Não escavado - Superfície rochosa
TM2824;M;217327,7976;8526706,605;3474;Não escavado - Superfície rochosa
TM2825;M;217246,8786;8526689,053;3475;Escavado 
TM2826;M;217315,9416;8526680,926;3476;Não escavado - Superfície rochosa
ACM50;M;217278,512;8526406,991;3477;Não escavado - Superfície rochosa
TA2827;A;217418,8485;8526337,844;3478;Não escavado - Superfície rochosa
TA2828;A;217381,3131;8526324,02;3479;Não escavado - Superfície rochosa
TA2829;A;217406,9926;8526312,164;3480;Não escavado - Superfície rochosa
TA2830;A;217432,6721;8526300,309;3481;Não escavado - Superfície rochosa
TA2831;A;217395,1366;8526286,485;3482;Não escavado - Superfície rochosa
TA2832;A;217505,1905;8526282,798;3483;Não escavado - Superfície rochosa
TA2833;A;217467,6551;8526268,974;3484;Não escavado - Superfície rochosa
TA2834;A;217493,3346;8526257,118;3485;Não escavado - Superfície rochosa
TA2835;A;217519,0141;8526245,263;3486;Não escavado - Superfície rochosa
TA2836;A;217481,4786;8526231,439;3487;Não escavado - Superfície rochosa
TA2837;A;217665,1015;8525744,813;3488;Não escavado - Superfície rochosa
TA2838;A;217577,4655;8525713,217;3489;Não escavado - Superfície rochosa
TA2839;A;217629,2763;8525707,205;3490;Não escavado - Superfície rochosa
TA2840;A;217680,2456;8525701,184;3491;Escavado 
TA2841;A;217594,9997;8525669,468;3492;Não escavado - Superfície rochosa
TA2842;A;217790,8015;8525572,713;3493;Escavado 
TA2843;A;217710,0555;8525543,557;3494;Escavado 
TA2844;A;217758,3099;8525536,425;3495;Escavado 
TA2845;A;217806,4456;8525529,704;3496;Escavado 
TA2846;A;217726,5196;8525499,838;3497;Escavado 
TA2847;A;217807,3615;8525343,443;3498;Escavado 
TA2848;A;217729,8255;8525315,367;3499;Escavado 
TA2849;A;217775,3301;8525310,67;3500;Escavado 
TA2850;A;217821,1356;8525306,594;3501;Escavado 
TA2851;A;217743,5596;8525277,548;3502;Escavado 
TA2852;A;217943,3965;8525092,924;3503;Escavado 
TA2853;A;217905,8611;8525079,1;3504;Escavado 
TA2854;A;217931,5406;8525067,244;3505;Escavado 
TA2855;A;217957,2201;8525055,389;3506;Escavado 
TA2856;A;217919,6846;8525041,565;3507;Escavado 
TA2857;A;217963,9015;8524931,633;3508;Escavado 
TA2858;A;217877,2355;8524900,627;3509;Escavado 
TA2859;A;217929,0699;8524892,525;3510;Escavado 
TA2860;A;217980,3657;8524884,884;3511;Escavado 
TA2861;A;217895,7496;8524852,998;3512;Escavado 
PLA227;A;218135,9039;8524713,078;3513;Escavado 
PLA228;A;218076,279;8524706,379;3514;Escavado 
PLA229;A;218077,4108;8524680,231;3515;Escavado 
PLA230;A;218017,786;8524673,532;3516;Escavado 
PLA231;A;218112,383;8524657,607;3517;Escavado 
PLA232;A;218053,89;8524624,76;3518;Escavado 
PLA233;A;218148,4871;8524608,835;3519;Escavado 
PLA234;A;218088,8622;8524602,136;3520;Escavado 
PLA235;A;218089,994;8524575,988;3521;Escavado 
PLA236;A;218030,3691;8524569,289;3522;Escavado 
TA2862;A;218141,7559;8524560,642;3523;Escavado 
TA2863;A;218102,8693;8524551,27;3524;Escavado 
TA2864;A;218081,0718;8524546,017;3525;Escavado 
TA2865;A;218042,1853;8524536,645;3526;Escavado 
TA2866;A;218126,9986;8524536,513;3527;Escavado 
TA2867;A;218066,3146;8524521,888;3528;Escavado 
TA2868;A;218151,1278;8524521,755;3529;Escavado 
TA2869;A;218112,2413;8524512,383;3530;Escavado 
TA2870;A;218090,4438;8524507,13;3531;Escavado 
TA2871;A;218051,5573;8524497,758;3532;Escavado 
PLA237;A;218115,7994;8524474,311;3533;Escavado 
PLA238;A;218186,4889;8524461,787;3534;Escavado 
PLA239;A;218059,3273;8524454,04;3535;Escavado 
PLA240;A;218130,0168;8524441,516;3536;Escavado 
PLA241;A;218105,707;8524414,91;3537;Escavado 
PLA242;A;218176,3965;8524402,386;3538;Escavado 
PLA243;A;218152,0867;8524375,78;3539;Escavado 
PLA244;A;218222,7762;8524363,257;3540;Escavado 
PLA245;A;218095,6145;8524355,51;3541;Escavado 
PLA246;A;218166,304;8524342,986;3542;Escavado 
TA2872;A;218145,8527;8524233,316;3543;Escavado 
TA2873;A;218056,2221;8524223,63;3544;Não escavado - Superfície rochosa
TA2874;A;218103,6872;8524203,38;3545;Não escavado - Superfície rochosa
TA2875;A;218209,0027;8524192,246;3546;Escavado 
TA2876;A;218152,7091;8524184,681;3547;Não escavado - Superfície rochosa
TA2877;A;218130,8821;8524181,51;3548;Não escavado - Superfície rochosa
TA2878;A;218061,3184;8524172,435;3549;Escavado 
TA2879;A;218173,011;8524166,208;3550;Não escavado - Superfície rochosa
TA2880;A;218215,7291;8524149,741;3551;Escavado 
TA2881;A;218134,4985;8524141,585;3552;Não escavado - Superfície rochosa
TA2882;A;218253,0856;8523658,878;3553;Escavado 
TA2883;A;218213,3739;8523654,085;3554;Escavado 
TA2884;A;218128,0021;8523643,02;3555;Escavado 
TA2885;A;218235,6266;8523636,625;3556;Escavado 
TA2886;A;218177,2059;8523624,862;3557;Escavado 
TA2887;A;218257,8793;8523619,166;3558;Escavado 
TA2888;A;218218,1675;8523614,373;3559;Escavado 
TA2889;A;218224,4091;8523603,331;3560;Escavado 
TA2890;A;218134,1184;8523595,205;3561;Não escavado - Superfície rochosa
ACA49;A;218257,9995;8523463,04;3562;Escavado 
ACA48;A;218283,8255;8523264,715;3563;Escavado 
ACM47;M;218298,208;8523154,268;3564;Escavado 
TM2891;M;218266,4021;8523018,32;3565;Escavado 
TM2892;M;218316,0277;8523001,998;3566;Escavado 
TM2893;M;218361,129;8522980,491;3567;Escavado 
TM2894;M;218211,3821;8522964,58;3568;Escavado 
TM2895;M;218261,147;8522948,833;3569;Escavado 
TM2896;M;218306,1791;8522926,691;3570;Escavado 
TM2897;M;218312,4621;8522675,07;3571;Escavado 
TM2898;M;218352,8483;8522661,01;3572;Escavado 
TM2899;M;218394,9291;8522647,911;3573;Escavado 
TB2900;B;218295,7538;8522601,371;3574;Vistoriado 
ACM46;M;218327,6426;8522359,376;3575;Escavado 
ACM45;M;218351,5734;8522160,813;3576;Escavado 
TM2901;M;218378,882;8522056,54;3577;Escavado 
TM2902;M;218425,8211;8522038,289;3578;Escavado 
TM2903;M;218473,3591;8522022,661;3579;Escavado 
TM2904;M;218413,7427;8521971,356;3580;Escavado 
TM2905;M;218375,0602;8521948,202;3581;Escavado 
TM2906;M;218337,9685;8521923,365;3582;Escavado 
TM2907;M;218436,2721;8521619,98;3583;Escavado 
TM2908;M;218479,6426;8521601,979;3584;Escavado 
TM2909;M;218524,329;8521586,011;3585;Escavado 
TM2910;M;218378,7021;8521567,93;3586;Escavado 
TM2911;M;218423,3571;8521548,745;3587;Escavado 
TM2912;M;218469,6491;8521531,981;3588;Escavado 
ACM44;M;218449,1384;8521354,053;3589;Escavado 
ACB43;B;218494,7841;8520975,035;3590;Vistoriado 
TB2913;B;218579,6945;8520786,316;3591;Vistoriado 
TB2914;B;218518,7416;8520773,92;3592;Vistoriado 
ACB42;B;218538,9032;8520599,885;3593;Vistoriado 
TB2915;B;218568,1165;8520364,89;3594;Vistoriado 
TB2916;B;218639,6166;8520289,92;3595;Vistoriado 
ACM41;M;218209,6473;8520181,665;3596;Escavado 
ACA40;A;217849,8736;8520110,793;3597;Escavado 
ACM39;M;218065,5071;8520095,448;3598;Escavado 
